,Joke,category
7460,"I was at home one day when my son walked in on me and my husband.He said ""Momma i found this moving around on the floor"".(holding up my vibrator)I said ""huh?""he asked if he could play with it...I said sure not knowing what it was at the time....I come out of my room go in his and its in his ass. Needless to say,he has watched me.",Children
9507,"Would you hit a woman with a baby? No, I'd hit her with a brick.",Children
8188,"Little four-year-old Jenny was looking at her new baby brother for the first time. He was fast asleep. After staring at her tiny, motionless baby brother for a few minutes, Jenny looked up at her mother and asked plaintively, ""Didn't he come with batteries?""",Children
6864,"Miss Jones had been giving her second-grade students a lesson on science. She had explained about magnets and showed how they would pick up nails and other bits of iron. Now it was question time, and she asked, ""My name begins with the letter 'M' and I pick up things. What am I?"" A little boy on the front row proudly said, ""You're a mother!""",Children
308,"I was teaching my 6-year-old daughter how to unbuckle her seat belt. She asked, ""Do I click the square?"" I said yes. She then asked me, ""Single click or double click?""",Children
7150,"My kids love going to the Web, and they keep track of their passwords by writing them on Post-it notes. Their Disney password was ""GoofyMickeyMinniePluto"" and I asked why it was so long. ""Because,"" my son explained, ""they said it had to have at least four characters.""",Children
7879,"Kid: Mom, can i get the hot lunch tomorrow? Mom: What are they serving? Kid: Swiss steak. Pleeeeeease? Mom: Okay! Okay! I didn't know you liked Swiss steak so much. Kid: Oh, yeah! It sticks to the ceiling WAY better than the lasagna.",Children
2963,Jerry: So you have both a nice mommy and a pretty mommy? Steve: Yup. They're lesbians.,Children
506,"""We spend the first twelve months of our children's lives teaching them to walk and talk and the next twelve years telling them to sit down and shut up."" -Phyllis Diller",Children
7816,"In the university, the lecturers were entering their classes. Meanwhile, the students were doing their own stuff. When the lecturer said,""Class, attention please!"" all of them still did something else. Of course they didn't pay attention because the lecturer asked the CLASS to pay attention!",College
6132,Math problems? Call 1-800-[(10x)(9i)Â³]-[cos(xy)/1096x],College
9418,"A dozen, a gross, and a score Plus three times the square root of four Divided by seven Plus five times eleven Is nine squared and not a bit more.",College
2813,"Teacher to student: ""I just read the composition on 'My House' that you had submitted."" Student: ""Yes, is there anything wrong?"" Teacher: ""No. It was excellent. It was exactly the same composition that your older brother submitted last year."" Student: ""Well...we live in the same house...""",College
9501,"If I had only one day left to live, I would live it in my Social Studies class; it would seem so much longer.",College
1387,"What are the blonde's first words after 4 years of college? ""Would you like fries with that?""",College
4884,"TEACHER: John, how do you spell ""crocodile""? JOHN: ""K-R-O-K-O-D-A-I-L."" TEACHER: No, that's wrong. JOHN: Maybe it's wrong, but you ask me how I spell it!",College
8544,"Dear son, Good luck with your exams tomorrow. I always think that it's best to stay up partying all of the night before an exam. Exam rooms are always a good place to catch up on sleep, because they're silent, and there's nothing to do in them anyway. Love, Dad",College
3267,Exam Question: Define courage. Student Answer: This is.,College
6285,"In a classroom, the teacher tell the pupils that peanuts make your smarter. Then a pupil said: ""Are you nuts?""",College
7215,"To find the inverse of a function, you reverse the process. To find the inverse of putting on your socks and shoes, how do you start? Socks first!",College
6293,"Teacher: Julia, how can you say Asshole in a nicer way? Julia: As holes.",College
2378,"A Harvard English 101 class was asked to write a CONCISE essay containing four elements: religion, royalty, sex and mystery. The only ""A+"" in the class read: ""My God,"" said the Queen, ""I'm pregnant. I wonder who did it?""",College
9601,Music Teacher: Anyone has a suggestion to which song we should play next? Johnny: How 'bout we sing 'The Teacher is A Big Fat Bitch. . .in C-Minor?',College
8784,"Brad: I have to take three courses in college; French, Spanish, and algebra Chris: Okay, let me hear you say hi in algebra.",College
9366,1 Good Grades 2 Social life 3 Adequate Sleep. Pick Two Welcome to College...,College
9417,"What is sin x divided by n? Canceling the ""n"" yields six.",College
7909,"Teacher: What is the axis of the earth? Student: The axis of the earth is an imaginary line which passes from one pole to the other, and on which the earth revolves. Teacher: Very good. Now, could you hang clothes on that line? Student: Yes, Sir. Teacher: Indeed, and what sort of clothes? Student: Imaginary clothes, Sir.",College
9416,"Premise I: Knowledge is power. Premise II: Power corrupts. Conclusion: Therefore, knowledge corrupts.",College
9738,"Bambi, a blonde in her fourth year as a UCLA Freshman, sat in her U.S. Government class. The professor asked Bambi if she knew what Roe vs. Wade was about. Bambi pondered the question, then finally said, ""That was the decision George Washington had to make before he crossed the Delaware.""",College
466,"To help students remember the word for ""wear"" in Latin, the professor used the phrase: semper ubi, sub ubi Translation: Always wear under wear.",College
2039,"Gary: I don't think I deserve a zero on this test. Teacher: I agree, but it's the lowest mark I can give you.",College
7205,A man goes to school and learns stuff.,College
3881,"Texan: ""Where are you from?"" Harvard graduate: ""I come from a place where we do not end our sentences with prepositions."" Texan: ""OK, where are you from, Jackass?""",College
33,"An Engineering Major says ""How does it work?"" A Science Major says ""Why does it work?"" An Accounting Major says ""How much will it cost?"" A Liberal Arts Major says ""Do you want fries with that?""",College
6608,"Man: ""How's your history paper coming?"" Woman: ""Well, my history professor suggested that I use the Internet for research, and it's been very helpful."" Man: ""Really?"" Woman: ""Yes! I've already located 17 people who sell them!""",College
3701,Students... Take Note: Knowledge is power ... But power corrupts ... And corruption is a crime ... And crime doesn't pay ... So if you keep on studying you'll go broke!,College
9419,"If 1/(x-8) approaches â as x approaches 8 from above, then will 1/(x-3) approach Ï as x approaches 3 from above?",College
9409,"If only DEAD people understand hexadecimal, how many people understand hexadecimal? 57005.",College
9410,Why do mathematicians always confuse Halloween and Christmas? Because 31 Oct = 25 Dec.,College
9408,"What's the integral of 1/cabin? A natural log cabin. No, a houseboat â you forgot to add the c!",College
6283,"What's the difference between the teacher and the one who minds trains? The teacher trains minds, the other minds trains.",College
4915,"Mr. Smith: ""So, Mr. Jones, how's your son John?"" Mr. Jones: ""He's at Harvard right now."" Mr. Smith: ""Oh, really?! Well, congratulations! What's he studying?"" Mr. Jones: ""Oh, he's not studying anything. They're studying him.""",College
6262,"Miss Blue(Teacher):""2 x 2 = 4, 4 x 4 = 16, and now, Brian, what is 16 x 16?"" Brian(Pupil): ""You cheated, Miss Blue. You always take the easy one and give us the hardest.""",College
4885,"SILVIA: Dad, can you write in the dark? FATHER: I think so. What do you want me to write? SYLVIA: Your name on this report card.",College
1906,"Rich and Kim, a couple, were in a room when Kim asked Rich if he would ever forget her. He replied that he would never forget her. Then she said, ""Knock-knock!"" and, of course, Rich said, ""Who's there?"" ""See!"" she exclaimed sulkily. ""You have forgotten already.""",Knock-Knock
6175,"Knock knock. Who's there? Yudare. Yudare who? You dare to disturb me,while I am sleeping?",Knock-Knock
6781,Knock knock! Who's there? Ya. Ya who? What are you getting so excited about?,Knock-Knock
